lemon_juice_ml,sugar_g,fizziness,rating
55.36,45.28,5.99,10.0
45.08,31.1,1.98,6.43
22.2,48.91,0.21,4.78
50.67,26.62,7.72,10.0
30.66,27.28,2.8,6.24
32.7,36.97,4.92,8.11
53.98,8.13,3.38,5.76
42.65,9.6,1.87,5.04
55.84,31.85,4.31,7.76
39.63,36.03,8.79,10.0
63.5,34.28,1.87,7.03
41.35,38.0,1.43,6.36
44.69,23.96,9.48,9.97
26.31,15.24,5.92,7.47
45.18,25.95,8.92,9.93
31.99,9.17,2.69,5.51
58.15,31.53,9.84,10.0
55.7,24.6,1.87,6.84
20.79,11.0,0.82,3.84
44.69,49.5,6.17,10.0
22.27,46.11,8.34,10.0
48.46,47.0,0.75,6.91
65.08,23.62,6.06,9.22
63.36,29.6,7.12,9.62
32.19,42.35,3.7,8.14
27.01,27.91,2.21,6.24
59.55,24.78,7.75,10.0
47.31,33.61,2.23,6.35
41.19,12.97,5.47,6.97
60.52,7.31,1.92,5.95
32.63,44.69,2.95,6.92
31.23,21.15,3.97,6.57
50.6,6.0,9.42,9.69
33.63,31.65,4.32,7.26
41.34,7.62,1.42,5.08
42.74,33.31,1.36,6.98
30.25,31.44,4.69,7.46
23.08,18.81,8.25,8.65
58.33,7.48,1.93,5.47
59.18,21.87,7.06,9.22
49.92,8.24,6.65,8.18
27.43,24.0,4.76,7.08
43.81,49.54,9.18,10.0
28.89,17.8,4.02,6.29
64.06,22.38,1.6,6.83
54.86,25.48,6.15,9.03
21.57,8.56,3.01,4.95
20.08,23.3,7.52,7.55
69.19,38.57,5.25,9.84
21.99,19.35,8.13,9.14
63.29,27.77,9.94,10.0
67.79,15.77,5.09,7.9
35.41,49.85,0.3,6.16
47.01,26.6,5.89,8.33
52.37,26.7,8.81,10.0
46.02,28.57,5.64,8.67
30.68,35.68,1.98,5.87
49.06,47.64,6.24,9.61
32.93,6.25,1.77,5.26
28.25,15.81,4.7,6.54
45.28,49.69,2.23,7.69
38.6,19.89,8.16,9.68
21.37,14.07,0.5,4.36
67.48,39.59,8.59,10.0
21.98,24.04,1.21,4.39
65.15,44.33,2.25,8.42
29.49,41.57,3.75,8.1
27.09,33.24,2.7,6.04
23.46,38.55,2.78,6.52
41.29,12.42,4.61,6.54
49.34,47.75,3.6,9.11
65.19,24.03,1.62,6.84
59.19,28.75,7.88,10.0
27.98,5.84,1.48,4.42
28.39,20.64,7.76,8.33
20.41,30.44,0.93,4.89
54.39,26.15,5.48,8.16
20.87,35.49,4.22,7.16
26.93,12.12,6.0,6.77
51.73,5.49,7.12,7.59
27.51,35.81,3.39,6.96
27.66,37.38,9.45,9.92
31.7,11.88,7.95,7.79
39.26,48.64,1.32,6.81
20.39,8.22,1.43,4.61
57.3,28.49,2.18,7.19
58.69,34.67,0.36,6.19
38.34,28.21,2.27,6.15
59.91,29.44,5.18,9.49
34.24,23.46,3.79,7.25
69.28,24.57,5.85,9.79
39.89,26.96,0.43,5.72
53.44,23.9,6.62,8.96
36.12,20.89,8.91,8.68
42.54,8.2,2.59,5.59
52.25,40.67,9.17,10.0
37.38,24.9,0.3,5.44
52.83,11.92,9.77,9.29
27.3,46.56,0.51,6.57
44.19,31.45,5.18,7.64
33.64,18.73,2.68,5.83
66.0,42.03,3.14,7.87
61.24,32.14,1.99,7.04
44.37,36.91,4.24,7.91
42.69,30.66,7.61,9.35
61.7,36.32,0.52,7.37
54.52,14.64,8.06,8.69
54.17,15.15,8.11,9.67
47.41,41.44,8.33,10.0
63.12,49.98,1.44,8.81
29.47,20.68,4.08,6.59
63.09,17.28,4.22,6.51
46.04,7.65,4.21,6.02
51.07,26.18,4.9,8.02
68.12,45.39,4.93,9.92
41.23,17.33,9.58,9.67
53.4,29.21,6.91,9.64
46.11,27.3,9.75,10.0
66.58,32.66,8.86,10.0
44.38,26.81,3.64,7.39
32.81,10.85,8.28,7.68
44.14,11.19,7.0,8.27
65.84,15.3,2.34,6.24
45.04,15.5,2.23,5.86
27.31,30.76,7.89,9.23
47.08,33.69,3.57,7.39
39.38,9.36,0.63,4.67
52.49,24.73,0.12,5.94
32.07,29.82,1.85,6.97
36.11,44.49,7.3,10.0
45.83,21.72,4.33,7.11
25.91,35.79,3.14,6.62
30.53,40.06,1.44,5.72
60.07,7.96,3.48,6.96
66.96,46.23,3.82,9.18
68.48,20.64,4.11,8.38
66.86,9.8,1.08,5.68
67.1,43.87,3.01,9.0
61.05,49.29,3.77,9.29
56.78,16.87,3.5,6.9
31.59,11.87,2.48,5.72
42.09,36.79,1.04,6.42
39.9,5.44,0.62,4.39
56.52,40.78,7.12,10.0
43.77,31.75,0.43,5.89
38.01,48.93,7.57,10.0
60.7,35.31,0.97,6.31
57.5,21.06,0.2,5.66
38.44,25.77,5.64,8.01
40.97,21.01,5.05,7.2
64.66,37.71,7.73,10.0
56.63,40.07,1.41,7.64
54.5,14.86,9.71,9.6
55.59,25.72,7.76,9.78
25.12,17.68,7.81,7.93
48.18,18.69,6.2,8.65
34.55,40.47,3.38,7.37
24.24,7.7,3.53,5.23
56.55,30.83,8.73,10.0
35.22,23.66,8.59,9.17
35.5,25.15,8.75,9.82
51.99,34.04,8.6,10.0
53.31,28.24,0.94,6.55
43.7,18.7,1.38,5.19
47.82,45.43,7.93,10.0
62.44,28.41,8.56,10.0
25.35,38.12,1.67,5.74
23.27,46.86,9.38,10.0
52.81,49.77,4.43,9.31
50.19,23.18,9.51,9.72
29.3,11.49,4.53,6.12
46.09,44.15,6.83,10.0
57.28,24.8,1.42,6.5
56.59,10.94,1.9,6.31
49.79,34.54,7.84,10.0
26.52,31.85,3.8,6.54
35.2,11.2,5.03,6.77
40.29,10.22,7.96,8.29
59.41,47.47,6.13,9.82
47.19,35.09,6.57,9.53
56.66,46.46,0.98,7.91
66.18,18.82,1.07,5.93
51.2,32.29,8.76,10.0
31.86,18.79,7.9,8.08
26.98,47.79,8.26,9.36
20.03,17.22,4.86,5.97
28.78,26.79,2.91,6.99
33.46,36.88,0.2,5.75
33.49,12.0,4.7,6.33
53.35,32.8,1.38,6.31
27.51,23.98,2.77,6.03
41.77,41.12,1.46,6.63
20.25,32.08,6.12,7.49
33.06,9.49,7.88,7.91
22.05,12.33,4.85,6.18
55.48,16.62,4.9,7.53
37.72,20.53,6.47,7.56
44.0,24.35,10.0,10.0
58.07,35.14,0.57,6.62
63.15,21.16,1.24,6.4
45.83,25.66,2.97,6.0
52.49,45.51,1.27,7.71
56.8,13.64,5.55,7.88
34.27,26.82,0.73,4.77
55.36,19.73,7.21,9.21
52.68,41.31,2.88,8.34
42.15,6.27,9.71,9.24
37.04,12.31,2.09,4.98
68.68,18.19,4.5,8.12
69.32,44.18,6.54,10.0
54.76,36.35,6.85,10.0
39.21,23.61,8.79,9.07
57.58,46.22,3.31,8.69
53.96,25.88,6.04,8.96
47.25,11.21,1.63,5.24
26.59,36.6,0.67,5.29
67.33,46.32,5.52,10.0
31.64,9.2,5.41,7.14
39.66,19.09,0.13,4.67
37.12,36.7,1.46,5.71
27.69,13.93,9.63,8.33
21.23,19.94,4.65,6.25
66.49,34.87,9.55,10.0
56.97,6.42,0.78,4.7
21.04,42.82,6.3,8.47
54.39,5.09,3.83,6.26
26.49,19.82,7.84,7.93
56.2,16.26,2.38,6.33
45.26,40.21,4.33,8.96
68.89,6.33,3.43,6.68
41.62,44.08,3.33,8.57
57.45,25.05,3.94,8.39
22.07,37.45,4.72,7.38
66.78,15.78,4.44,7.6
48.12,37.0,0.6,6.57
35.71,11.91,9.89,10.0
26.34,35.2,3.18,6.61
52.04,35.66,5.25,9.42
57.31,47.96,0.8,7.45
24.27,36.82,2.52,6.11
28.23,42.91,9.69,10.0
39.27,8.0,2.49,5.34
62.59,31.91,2.38,7.52
69.15,21.25,1.04,6.58
57.25,18.28,2.15,6.56
20.28,12.28,5.3,6.03
65.17,15.5,7.59,9.28
21.33,32.16,0.22,4.64
64.86,38.23,1.56,8.01
40.52,28.16,0.71,5.11
57.09,22.2,8.8,9.95
24.35,42.23,5.2,8.17
28.25,30.99,0.74,4.86
42.54,41.37,0.52,6.56
21.93,22.0,2.78,5.94
39.49,33.59,0.44,5.54
57.6,48.23,3.97,9.15
52.74,7.91,7.37,7.88
37.59,35.26,6.09,8.74
20.44,37.8,4.08,7.39
33.48,7.43,9.27,8.65
58.81,36.22,9.5,10.0
37.03,30.65,1.49,5.83
38.87,17.85,7.39,8.33
23.71,20.02,6.95,7.76
50.08,33.44,6.23,9.29
51.1,27.89,2.23,6.51
41.54,46.21,7.79,10.0
58.03,48.71,9.03,10.0
63.84,31.88,1.9,7.58
57.53,27.52,5.83,8.51
47.22,36.51,5.91,8.96
66.78,5.31,1.93,5.61
39.11,39.48,4.82,8.32
52.74,5.5,7.68,8.61
48.76,33.46,3.85,7.92
62.08,15.13,3.11,6.92
44.98,45.9,7.54,10.0
47.67,19.01,4.06,7.43
42.69,14.75,2.23,5.8
27.03,46.81,1.94,6.68
64.32,17.43,7.89,9.75
63.09,25.96,0.46,6.37
55.12,32.25,5.23,8.61
37.39,39.0,7.63,9.36
37.75,35.43,3.64,6.79
21.8,6.07,1.18,4.59
23.88,49.5,4.07,7.33
45.69,39.87,8.68,10.0
22.49,32.95,7.5,8.38
24.96,28.0,6.85,8.86
32.56,49.82,2.46,7.71
38.68,21.83,0.1,4.86
44.47,37.5,8.75,9.7
36.23,45.44,6.67,9.56
67.03,9.68,7.38,9.22
67.54,34.75,9.57,10.0
22.8,40.45,2.37,6.51
69.27,23.92,3.75,8.86
28.65,36.81,3.69,7.79
36.57,10.81,7.59,7.8
61.85,11.77,3.21,6.94
54.39,37.17,1.56,7.01
22.91,9.14,8.07,8.12
58.73,15.3,1.11,6.05
53.16,16.02,5.38,7.94
67.52,30.6,4.84,9.09
65.5,37.9,8.67,10.0
68.76,37.44,6.3,9.8
42.74,47.84,0.01,6.98
55.33,14.86,9.57,10.0
68.1,32.99,7.0,10.0
20.11,13.14,7.4,7.48
59.45,45.67,6.55,10.0
22.7,48.9,7.74,9.9
69.95,8.68,9.05,9.67
20.69,43.28,9.96,10.0
47.74,25.98,9.43,10.0
46.05,37.2,3.35,8.07
35.24,38.27,9.05,10.0
56.62,25.14,7.96,10.0
32.85,30.64,6.42,8.13
34.54,11.76,5.9,7.2
29.02,49.1,5.14,8.78
55.7,48.02,5.77,10.0
28.5,49.46,2.14,6.58
64.88,33.42,7.67,10.0
34.39,45.08,7.01,9.77
45.93,21.13,6.51,8.02
43.75,11.03,3.59,6.43
55.12,10.71,3.28,6.45
31.7,35.83,8.19,8.76
61.93,49.65,1.6,7.67
56.89,17.41,9.55,10.0
37.13,31.23,1.31,6.04
26.01,41.33,1.09,5.92
45.24,16.19,3.48,7.04
69.03,30.33,9.7,10.0
21.21,9.59,5.52,6.73
62.24,36.67,3.28,7.42
54.99,29.19,8.88,10.0
29.16,8.48,5.17,6.54
43.82,39.49,7.78,10.0
51.38,30.58,0.18,5.41
54.83,40.5,7.61,10.0
66.07,30.28,1.82,6.84
63.65,31.99,8.17,10.0
36.42,12.81,6.36,7.5
26.0,15.66,9.57,9.38
25.21,43.47,4.03,6.99
68.44,33.33,7.17,10.0
67.79,16.31,2.56,7.14
60.98,34.06,1.49,7.17
69.02,43.0,9.42,10.0
33.71,7.26,3.69,5.83
61.28,24.19,0.66,6.14
45.11,42.45,8.62,10.0
59.96,30.05,6.97,10.0
50.54,20.28,3.41,6.23
62.31,48.81,5.31,10.0
39.87,17.7,0.29,5.15
69.46,29.52,6.9,9.23
30.96,48.65,2.39,7.67
53.63,25.11,6.71,8.65
60.13,43.9,1.56,7.96
49.29,22.21,4.93,7.8
34.51,12.09,8.11,8.83
48.06,18.04,1.03,5.87
45.24,17.07,5.58,7.83
29.51,47.47,8.56,10.0
58.16,32.84,0.31,6.29
33.36,28.23,3.54,6.27
61.61,10.31,1.02,5.15
30.72,16.24,6.12,7.53
45.12,15.76,0.11,4.55
54.76,21.4,0.62,5.64
69.79,26.04,2.59,7.04
33.55,11.41,1.36,4.22
51.78,31.81,2.09,6.94
27.67,18.79,9.2,9.49
60.98,31.2,6.91,9.92
63.07,31.89,0.2,6.94
64.4,6.58,8.29,9.94
67.28,19.06,2.01,7.64
37.78,14.91,7.75,8.7
53.32,8.51,6.28,7.45
35.79,45.86,6.47,8.22
60.19,17.04,7.53,8.96
40.78,37.44,1.33,6.13
47.75,49.49,9.33,10.0
26.65,23.93,6.74,7.05
62.52,26.87,2.65,7.78
44.15,12.56,9.23,8.91
52.02,38.98,5.55,9.38
53.46,47.02,9.42,10.0
33.71,46.77,3.38,8.24
59.75,26.19,8.19,10.0
61.65,32.08,2.15,8.13
45.79,41.9,4.47,8.74
65.12,36.66,0.44,7.37
28.04,20.0,4.08,6.57
40.72,46.12,4.48,9.36
22.22,37.57,3.66,6.85
39.93,41.89,9.98,10.0
69.85,13.72,1.76,6.71
43.16,27.59,3.17,6.27
40.96,40.17,5.96,8.92
54.39,32.52,7.65,9.85
22.43,36.9,3.37,6.78
37.69,36.42,4.53,7.78
46.65,5.25,0.44,3.93
44.2,31.64,5.32,7.37
52.12,38.36,3.31,8.03
26.95,18.65,0.62,4.84
40.13,27.78,3.39,6.46
51.68,22.66,4.87,8.24
35.08,27.78,3.48,7.21
50.64,47.11,3.19,8.7
67.92,26.57,2.03,7.7
66.52,19.58,4.3,8.09
56.28,39.28,1.95,7.09
28.88,36.98,6.21,8.48
59.21,23.27,5.08,8.09
42.34,40.67,1.91,6.95
67.59,5.19,0.43,5.8
50.57,47.0,7.5,10.0
30.88,35.18,8.5,10.0
35.62,34.06,5.15,8.4
35.95,39.02,2.09,6.95
33.81,15.7,7.02,7.53
58.59,12.49,6.11,8.69
36.84,43.74,5.27,8.53
29.78,46.44,6.72,8.58
49.8,31.24,9.99,10.0
43.24,26.39,1.05,6.18
21.11,41.49,9.91,10.0
33.96,35.66,4.65,8.31
21.91,21.15,3.49,6.34
58.35,7.06,5.89,7.79
67.55,23.16,3.8,8.17
45.01,36.49,8.09,9.7
47.91,42.09,5.0,8.84
62.25,7.41,0.19,4.8
20.95,31.66,0.7,4.93
28.12,7.9,9.25,8.26
52.72,5.25,3.47,5.75
57.09,45.91,2.45,7.84
51.31,17.59,3.17,6.83
66.96,14.82,9.94,10.0
39.62,10.09,5.33,6.74
47.75,39.09,6.93,9.47
67.82,16.11,9.78,10.0
64.98,40.93,1.24,8.61
21.54,13.0,9.77,8.32
37.61,6.71,9.79,7.91
56.95,28.56,0.09,6.13
20.04,28.11,8.95,9.86
63.15,36.69,4.87,9.76
45.11,32.67,6.01,8.98
24.33,24.41,4.38,7.06
42.12,21.61,5.94,8.13
44.63,41.54,4.82,8.81
38.35,46.13,7.71,10.0
42.72,29.47,6.2,8.43
64.57,42.19,9.77,10.0
36.2,35.41,0.09,5.62
68.05,6.84,6.06,8.56
54.35,33.5,9.27,10.0
64.8,10.74,2.46,6.53
30.45,29.58,1.83,6.0
44.59,31.75,3.91,7.56
48.27,5.78,9.99,9.03
24.26,37.5,8.08,8.58
44.68,29.84,1.81,6.93
63.05,35.53,2.18,7.37
22.61,22.53,2.21,5.32
52.12,22.37,2.41,6.44
69.44,28.44,4.54,9.3
46.37,26.35,3.12,6.33
35.17,42.61,1.85,6.71
49.25,23.31,7.94,9.53
47.07,38.1,5.77,9.42
25.26,48.23,2.42,7.13
30.71,38.36,4.48,8.14
53.47,10.32,6.32,7.75
49.63,42.57,6.01,10.0
37.22,44.19,7.87,9.55
68.93,19.33,0.54,5.91
52.24,23.69,9.26,9.42
31.54,18.46,3.09,5.61
43.56,47.41,2.51,7.27
55.58,14.1,0.42,5.47
53.6,22.08,5.75,8.91
32.32,19.09,8.91,9.09
52.39,6.04,2.58,5.95
36.64,38.84,6.49,9.38
42.88,22.82,2.2,6.34
53.46,35.36,0.72,7.0
49.05,24.89,9.66,10.0
55.64,26.81,4.36,8.26
39.09,25.66,8.07,9.43
57.6,27.12,0.12,6.11
20.78,45.21,7.61,9.24
29.4,34.22,3.71,6.91
68.66,15.96,1.3,6.06
24.34,30.85,6.14,7.76
53.1,48.68,6.5,10.0
65.84,24.33,6.98,9.61
62.98,13.84,0.42,6.12
65.64,23.41,6.48,8.67
69.2,17.68,5.71,8.13
37.86,35.19,6.2,8.51
36.51,28.4,5.76,8.12
26.04,48.75,6.17,9.53
30.07,30.42,7.9,8.91
52.64,29.37,4.61,9.16
36.56,14.29,0.23,4.15
37.06,21.14,1.58,6.06
52.3,36.17,1.51,7.42
25.23,49.54,7.92,9.41
22.8,32.87,2.36,5.48
60.14,49.23,5.92,10.0
59.49,13.7,6.45,8.31
39.25,38.64,5.57,8.67
49.65,25.1,8.78,9.02
31.9,8.19,7.66,7.76
38.38,12.1,1.98,5.24
21.82,31.6,3.48,6.82
33.68,15.62,4.46,6.64
20.82,8.53,4.19,5.06
41.2,25.01,1.54,5.66
45.99,47.51,4.12,8.42
44.77,34.62,9.74,10.0
37.04,40.07,7.74,9.73
30.35,26.19,5.17,7.17
42.72,17.51,6.57,8.93
63.5,19.41,1.29,6.1
69.16,37.6,2.02,8.54
35.64,44.83,8.74,10.0
68.72,39.93,5.84,10.0
41.73,7.28,0.51,4.28
50.66,35.07,0.06,6.55
60.19,6.8,4.13,7.38
37.97,29.32,4.51,7.4
30.41,40.09,2.19,7.02
33.65,17.69,1.45,5.23
61.93,32.91,0.64,6.09
66.72,26.8,6.59,9.59
26.42,28.64,1.21,4.78
54.73,14.39,7.28,9.18
21.75,38.83,5.23,7.48
63.75,15.61,1.27,5.54
62.84,35.83,7.45,10.0
58.73,19.05,2.1,6.6
61.22,15.35,9.7,10.0
50.22,36.09,0.16,6.32
27.37,43.78,6.41,8.39
65.73,14.66,8.05,9.97
27.05,36.2,9.61,10.0
31.26,41.38,6.54,9.6
41.63,34.8,1.14,6.64
44.9,26.74,7.62,8.67
24.82,19.66,7.04,7.43
58.08,37.32,2.6,7.16
26.87,48.46,5.62,9.21
52.74,14.83,6.38,7.9
42.6,7.12,6.0,6.77
60.55,38.86,2.63,8.15
34.78,35.32,7.89,10.0
61.83,27.65,4.51,8.09
32.61,29.12,9.54,9.39
48.72,49.03,3.06,7.54
44.31,12.45,0.99,4.9
37.63,21.97,4.06,7.44
20.59,8.14,4.37,5.71
39.89,16.32,0.08,4.62
25.92,5.04,5.39,5.67
31.26,37.51,4.05,7.77
54.42,14.95,6.79,8.34
48.56,6.24,6.21,7.41
46.35,22.12,7.35,7.81
48.2,18.25,8.64,9.26
26.0,45.32,0.9,5.37
28.23,44.77,9.46,10.0
47.14,17.67,5.15,7.87
40.34,35.37,2.02,6.98
43.16,47.0,4.39,8.7
63.96,19.38,7.23,9.17
29.26,38.28,8.41,9.93
65.53,31.07,9.22,10.0
62.87,28.72,5.03,9.45
65.09,5.59,0.24,5.36
52.07,24.2,6.46,8.15
63.2,36.5,8.2,10.0
69.56,49.46,7.33,10.0
43.57,22.97,0.72,5.25
63.09,44.82,4.4,9.35
65.18,25.08,6.49,9.7
35.49,26.5,2.45,6.48
42.14,22.48,1.0,4.99
48.68,14.84,4.15,7.16
37.46,37.52,7.5,9.08
36.11,19.42,6.86,8.12
39.04,10.99,1.13,4.72
41.2,47.3,7.21,9.27
32.61,8.62,7.8,8.4
43.67,29.41,6.37,8.05
58.94,40.28,2.37,8.56
51.22,11.66,0.36,4.89
38.99,25.53,9.53,9.75
27.81,13.95,7.99,8.17
61.2,29.55,5.82,9.33
45.57,26.22,0.46,6.62
68.56,20.8,5.0,8.27
32.63,47.46,5.71,9.27
28.78,48.37,4.22,8.29
20.4,43.74,0.64,6.01
24.13,48.49,1.04,6.41
39.27,26.83,4.36,7.34
29.91,22.04,6.68,7.6
21.89,34.81,1.42,5.47
31.27,32.68,2.71,6.25
56.44,38.47,9.69,10.0
56.78,37.0,1.73,6.81
27.48,10.03,2.64,4.54
66.82,19.98,8.34,10.0
27.95,8.09,9.73,7.96
24.47,45.15,3.67,7.02
28.15,42.82,7.92,9.8
27.03,37.06,0.38,5.5
51.59,27.33,7.3,9.38
27.81,49.1,2.38,6.95
51.72,22.96,5.69,7.85
33.83,24.58,5.31,7.3
32.42,42.95,2.52,7.3
64.86,27.84,5.49,9.0
30.72,32.37,2.33,6.37
63.23,12.39,2.3,6.18
35.18,40.08,0.34,6.11
69.56,43.33,7.89,10.0
69.05,20.07,9.17,10.0
61.38,23.35,6.93,9.61
63.4,29.54,9.89,10.0
61.16,9.67,4.09,7.33
51.48,22.3,6.85,8.06
60.45,8.76,9.32,9.93
51.41,10.15,4.03,5.95
62.11,14.76,5.12,8.53
66.78,10.24,7.26,8.89
57.67,30.23,7.54,10.0
68.23,13.46,6.16,8.27
42.41,35.58,0.02,6.11
66.27,8.19,6.41,8.35
31.31,34.16,5.12,8.08
21.57,25.53,1.72,4.98
26.4,7.45,6.69,6.51
28.01,41.8,5.43,8.5
61.22,10.76,9.61,9.81
40.05,48.58,6.03,9.38
31.66,47.34,4.67,8.38
60.61,19.36,8.18,9.43
30.11,28.81,1.12,5.59
23.89,49.46,7.64,9.9
43.31,41.77,3.84,7.96
23.47,42.43,2.96,6.69
33.95,42.26,1.56,7.11
55.02,46.93,3.19,8.71
38.73,27.81,1.86,6.42
24.37,13.23,8.21,8.24
40.15,31.22,0.98,5.11
45.66,30.72,9.57,10.0
32.51,38.78,4.22,7.73
28.54,21.9,7.97,8.12
58.08,14.94,3.72,7.46
23.39,40.81,0.68,5.89
67.84,12.24,5.74,8.17
20.38,30.94,7.94,8.16
52.56,46.34,3.5,9.53
26.68,40.19,6.08,8.69
47.35,43.4,3.59,8.23
29.37,25.54,4.17,7.28
21.72,22.87,6.16,7.43
62.99,26.12,8.46,9.94
41.2,23.25,4.74,7.07
33.76,13.19,4.09,6.22
67.36,24.92,0.33,6.48
24.1,42.26,9.06,10.0
37.43,12.72,9.3,8.87
28.87,7.52,8.65,7.44
69.56,38.02,4.9,9.51
47.3,7.96,1.04,5.14
60.61,35.01,6.81,9.98
28.18,35.3,4.82,7.1
35.22,14.55,6.41,7.28
50.98,8.18,1.4,5.36
28.9,6.26,2.77,4.57
45.0,39.33,2.39,7.98
66.58,33.99,3.96,8.56
66.51,19.84,3.39,7.18
37.74,24.33,1.35,5.88
45.81,19.01,1.02,4.78
29.92,29.34,9.11,9.66
68.93,11.26,6.94,8.92
45.99,26.8,7.62,9.83
30.32,14.19,6.38,7.45
62.24,26.06,8.32,9.88
41.02,43.36,4.81,8.85
51.81,47.55,8.05,10.0
62.18,14.08,6.02,8.65
35.46,16.27,7.84,8.45
48.9,42.0,7.25,10.0
22.81,29.06,8.29,9.5
31.73,10.9,9.82,8.73
26.94,40.17,8.17,9.76
52.21,32.46,0.35,5.81
32.73,42.92,4.77,8.21
58.0,26.33,4.62,8.7
58.06,22.87,9.95,10.0
59.21,15.81,3.02,6.48
26.63,11.23,6.9,7.43
46.3,38.73,4.14,8.16
53.96,5.81,6.66,7.93
36.14,12.53,2.12,5.48
33.0,12.12,6.05,6.75
55.9,49.62,4.44,8.97
37.56,13.06,3.95,5.37
32.44,35.37,8.24,9.66
48.15,31.98,9.25,10.0
51.02,6.38,3.48,6.05
58.84,36.25,4.6,8.43
22.05,41.01,4.91,7.12
28.72,8.18,6.59,6.57
58.86,34.23,5.08,8.91
46.59,6.04,4.11,6.43
60.3,21.58,7.89,10.0
42.43,31.84,7.22,9.52
42.97,24.6,3.6,7.17
38.88,9.72,6.62,7.18
54.56,46.88,5.76,9.35
49.51,21.45,8.02,8.82
39.64,35.8,0.07,5.88
29.38,8.05,4.48,6.29
20.12,37.43,2.95,6.45
24.57,48.05,3.05,6.85
25.39,31.39,5.65,7.65
48.47,36.38,1.21,6.09
57.96,26.9,0.99,6.08
42.84,32.19,3.48,7.86
40.71,47.64,2.27,7.96
26.61,23.39,6.33,7.38
65.05,7.1,7.53,9.08
56.76,42.05,3.9,8.8
40.85,48.27,0.47,6.91
24.85,6.23,8.64,7.87
62.3,5.28,6.21,8.61
28.48,28.75,4.47,6.98
53.67,34.22,4.61,8.9
36.98,8.5,6.68,7.04
62.98,6.56,6.01,7.5
49.35,48.73,2.82,8.89
31.37,48.99,6.44,10.0
20.63,13.89,0.57,3.86
30.62,44.24,3.6,7.51
38.27,45.26,9.07,10.0
55.42,34.52,2.33,7.23
30.81,7.71,4.19,5.56
33.08,40.47,5.48,8.67
41.76,14.21,4.11,5.7
22.15,47.75,8.75,10.0
58.42,47.91,1.75,7.68
23.94,15.63,3.24,5.46
56.85,13.4,4.16,7.27
33.4,33.48,9.59,9.85
43.0,21.02,8.21,9.6
40.52,41.38,4.81,8.67
32.66,11.31,3.1,5.49
32.79,45.96,9.97,10.0
67.45,48.6,9.87,10.0
35.27,31.11,5.5,8.51
29.15,18.42,5.21,6.97
32.52,29.28,6.08,8.1
54.76,24.89,7.21,9.76
35.44,42.8,5.07,9.67
28.58,10.62,1.1,3.6
40.72,32.14,5.54,8.4
25.88,6.7,6.41,6.91
39.93,26.9,6.14,8.31
63.11,5.34,2.9,6.56
38.65,43.42,8.51,10.0
45.71,13.92,3.42,6.86
59.46,27.19,1.63,7.34
45.8,32.56,1.73,6.64
22.37,30.5,9.38,9.15
30.74,33.11,7.43,8.52
64.71,42.64,8.19,10.0
60.11,33.56,6.26,9.83
58.03,49.19,1.04,7.84
47.37,17.9,3.75,6.68
37.66,24.87,0.83,5.81
54.72,30.11,6.82,9.42
53.17,38.66,8.37,10.0
52.14,26.33,6.74,8.93
45.18,8.14,3.36,5.72
32.97,17.8,1.24,4.87
41.77,18.37,3.34,6.27
45.61,8.61,9.91,9.31
30.8,31.72,7.49,8.48
31.5,6.92,4.82,6.68
59.59,25.11,7.47,9.26
35.99,14.51,4.12,5.99
68.68,17.44,3.16,6.96
41.82,26.71,2.62,7.0
50.44,46.15,7.76,10.0
45.2,22.67,5.76,7.55
44.66,10.78,9.79,9.57
64.5,18.4,4.35,8.47
24.65,45.11,4.32,6.37
37.29,26.96,7.29,8.56
34.3,45.62,5.5,8.41
36.3,6.34,6.65,6.64
65.63,9.41,7.67,9.55
23.49,12.23,0.08,3.76
34.17,42.07,9.25,10.0
56.88,9.9,9.97,10.0
31.94,44.14,0.69,6.5
61.66,33.74,4.09,8.4
36.5,33.17,0.95,5.66
25.66,5.5,4.49,5.58
45.96,28.97,9.91,9.65
45.57,5.69,2.05,4.83
21.96,32.43,6.14,7.48
55.9,47.43,7.97,10.0
27.09,15.35,9.99,9.08
30.67,47.6,0.41,5.89
48.12,5.41,4.49,6.8
64.54,5.3,5.18,7.06
21.03,21.97,4.6,6.92
61.14,14.36,7.12,8.01
57.71,29.6,6.38,9.53
28.08,16.53,9.61,8.41
38.65,43.58,6.08,9.93
65.3,11.12,2.65,6.8
27.32,39.07,8.74,9.92
25.57,39.84,3.86,7.29
56.76,12.88,9.0,9.43
43.55,18.07,6.02,7.97
34.21,13.7,9.37,9.29
28.59,44.77,5.83,8.92
56.11,22.17,5.81,8.54
41.98,35.02,8.7,10.0
31.97,10.01,3.36,5.62
67.17,25.03,8.23,9.76
48.05,19.47,8.28,9.69
37.66,5.5,5.86,6.15
55.98,40.07,7.24,9.93
44.82,14.98,4.64,6.95
20.47,7.59,7.53,7.67
62.03,34.5,3.98,8.61
23.32,26.68,8.92,8.31
69.47,36.2,0.24,7.18
37.49,16.39,7.05,7.6
46.24,30.74,1.87,6.82
69.98,15.51,5.08,8.23
33.46,15.47,1.89,4.77
43.13,24.63,6.96,8.66
57.74,33.09,6.21,9.3
43.35,40.56,6.19,9.65
36.69,41.49,8.67,9.54
26.03,22.35,6.88,7.71
45.65,41.29,4.03,7.88
47.59,47.05,3.79,8.83
31.64,46.55,2.83,6.99
36.69,10.7,7.44,8.38
